timestamp_local,timestamp_epoch_s,hr_bpm,rr_ms
2026-09-13 19:05:13.425,1789337113.4254727,111,539
2026-09-13 19:05:13.967,1789337113.9674728,111,542
2026-09-13 19:05:14.401,1789337114.4018426,109,548
2026-09-13 19:05:14.956,1789337114.9568424,108,555
2026-09-13 19:05:15.427,1789337115.427905,107,563
2026-09-13 19:05:15.991,1789337115.991905,106,564
2026-09-13 19:05:16.981,1789337116.9815269,108,554
2026-09-13 19:05:17.432,1789337117.4325633,110,547
2026-09-13 19:05:17.971,1789337117.971563,111,539
2026-09-13 19:05:18.434,1789337118.434416,113,533
2026-09-13 19:05:18.961,1789337118.961416,114,527
2026-09-13 19:05:19.471,1789337119.471964,115,523
2026-09-13 19:05:19.996,1789337119.9969637,114,525
2026-09-13 19:05:20.431,1789337120.4318128,113,532
2026-09-13 19:05:20.986,1789337120.9868128,108,555
2026-09-13 19:05:21.402,1789337121.4024014,105,570
2026-09-13 19:05:21.977,1789337121.9774015,104,575
2026-09-13 19:05:22.966,1789337122.966748,104,579
2026-09-13 19:05:23.394,1789337123.394943,106,567
2026-09-13 19:05:23.956,1789337123.956943,107,562
2026-09-13 19:05:24.461,1789337124.4618034,105,569
2026-09-13 19:05:25.036,1789337125.0368035,104,575
2026-09-13 19:05:25.443,1789337125.4434035,104,579
2026-09-13 19:05:26.026,1789337126.0264034,103,583
2026-09-13 19:05:26.971,1789337126.9717307,103,581
2026-09-13 19:05:27.387,1789337127.3877175,104,578
2026-09-13 19:05:27.964,1789337127.9647176,104,577
2026-09-13 19:05:28.432,1789337128.4327836,105,570
2026-09-13 19:05:28.996,1789337128.9967837,106,564
2026-09-13 19:05:29.428,1789337129.4284613,107,562
2026-09-13 19:05:29.986,1789337129.9864614,108,558
2026-09-13 19:05:30.976,1789337130.976457,109,552
2026-09-13 19:05:31.463,1789337131.4636145,109,549
2026-09-13 19:05:32.011,1789337132.0116146,109,548
2026-09-13 19:05:32.399,1789337132.399623,109,552
2026-09-13 19:05:32.956,1789337132.956623,108,557
2026-09-13 19:05:33.454,1789337133.454613,106,568
2026-09-13 19:05:34.037,1789337134.037613,103,583
2026-09-13 19:05:34.981,1789337134.9816937,99,606
2026-09-13 19:05:35.322,1789337135.3224418,96,624
2026-09-13 19:05:35.972,1789337135.9724417,92,650
2026-09-13 19:05:36.963,1789337136.9637148,93,646
2026-09-13 19:05:37.370,1789337137.3703823,95,631
2026-09-13 19:05:37.997,1789337137.9973824,96,627
2026-09-13 19:05:38.379,1789337138.3797548,96,622
2026-09-13 19:05:38.986,1789337138.986755,99,607
2026-09-13 19:05:39.976,1789337139.9768577,100,603
2026-09-13 19:05:40.378,1789337140.3789434,101,595
2026-09-13 19:05:40.966,1789337140.9669435,102,588
2026-09-13 19:05:41.372,1789337141.3729072,102,589
2026-09-13 19:05:41.956,1789337141.9569073,103,584
2026-09-13 19:05:42.992,1789337142.9920356,103,580
2026-09-13 19:05:43.402,1789337143.4022899,103,580
2026-09-13 19:05:43.981,1789337143.9812896,104,579
2026-09-13 19:05:44.384,1789337144.384802,103,585
2026-09-13 19:05:44.971,1789337144.971802,102,587
2026-09-13 19:05:45.376,1789337145.3762589,102,587
2026-09-13 19:05:45.961,1789337145.9612591,103,585
2026-09-13 19:05:46.996,1789337146.996823,102,586
2026-09-13 19:05:47.408,1789337147.4084024,103,580
2026-09-13 19:05:47.986,1789337147.9864023,104,578
2026-09-13 19:05:48.400,1789337148.4005961,104,575
2026-09-13 19:05:48.976,1789337148.976596,104,576
2026-09-13 19:05:49.397,1789337149.3978527,105,571
2026-09-13 19:05:49.966,1789337149.966853,105,569
